"","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling"
"5000",2020-01-31,1,1,"b",1,1
"5001",2020-02-01,0,0,"b",0,1
"5002",2020-02-02,0,0,"b",0,1
"5003",2020-02-03,0,0,"b",0,1
"5004",2020-02-04,0,0,"b",0,1
"5005",2020-02-05,0,0,"b",0,1
"5006",2020-02-06,0,0,"b",0,1
"5007",2020-02-07,0,0,"b",0,0
"5008",2020-02-08,0,0,"b",0,0
"5009",2020-02-09,0,0,"b",0,0
"5010",2020-02-10,0,0,"b",0,0
"5011",2020-02-11,0,0,"b",0,0
"5012",2020-02-12,0,0,"b",0,0
"5013",2020-02-13,0,0,"b",0,0
"5014",2020-02-14,0,0,"b",0,0
"5015",2020-02-15,0,0,"b",0,0
"5016",2020-02-16,0,0,"b",0,0
"5017",2020-02-17,0,0,"b",0,0
"5018",2020-02-18,0,0,"b",0,0
"5019",2020-02-19,0,0,"b",0,0
"5020",2020-02-20,0,0,"b",0,0
"5021",2020-02-21,0,0,"b",0,0
"5022",2020-02-22,0,0,"b",0,0
"5023",2020-02-23,0,0,"b",0,0
"5024",2020-02-24,0,0,"b",0,0
"5025",2020-02-25,0,0,"b",0,0
"5026",2020-02-26,0,0,"b",0,0
"5027",2020-02-27,0,0,"b",0,0
"5028",2020-02-28,0,0,"b",0,0
"5029",2020-02-29,0,0,"b",0,0
"5030",2020-03-01,0,0,"b",0,0
"5031",2020-03-02,0,0,"b",0,0
"5032",2020-03-03,0,0,"b",0,0
"5033",2020-03-04,0,0,"b",0,0
"5034",2020-03-05,0,0,"b",0,0
"5035",2020-03-06,0,0,"b",0,0
"5036",2020-03-07,0,0,"b",0,0
"5037",2020-03-08,0,0,"b",0,0
"5038",2020-03-09,1,1,"b",1,1
"5039",2020-03-10,0,0,"b",0,1
"5040",2020-03-11,0,0,"b",0,0.125
"6231",2020-03-11,1,1,"b.1",1,0.875
"5041",2020-03-12,7,1,"b",0.142857142857143,0.0754716981132075
"6232",2020-03-12,7,6,"b.1",0.857142857142857,0.924528301886792
"5042",2020-03-13,0,0,"b",0,0.0375
"6233",2020-03-13,9,6,"b.1",0.666666666666667,0.56875
"21895",2020-03-13,9,3,"other",0.333333333333333,0.39375
"5043",2020-03-14,5,1,"b",0.2,0.0618556701030928
"6234",2020-03-14,5,3,"b.1",0.6,0.577319587628866
"7158",2020-03-14,5,1,"b.1.1",0.2,0.144329896907216
"21896",2020-03-14,0,0,"other",0,0.216494845360825
"5044",2020-03-15,16,3,"b",0.1875,0.090955027791814
"6235",2020-03-15,16,6,"b.1",0.375,0.466902475997979
"7159",2020-03-15,16,2,"b.1.1",0.125,0.159171298635675
"21897",2020-03-15,16,5,"other",0.3125,0.282971197574533
"5045",2020-03-16,22,4,"b",0.181818181818182,0.109867751780265
"6236",2020-03-16,22,11,"b.1",0.5,0.46998982706002
"7160",2020-03-16,22,2,"b.1.1",0.0909090909090909,0.142421159715158
"21898",2020-03-16,22,5,"other",0.227272727272727,0.277721261444557
"5046",2020-03-17,14,3,"b",0.214285714285714,0.14002333722287
"6237",2020-03-17,14,5,"b.1",0.357142857142857,0.44340723453909
"7161",2020-03-17,14,1,"b.1.1",0.0714285714285714,0.122520420070012
"21899",2020-03-17,14,5,"other",0.357142857142857,0.294049008168028
"5047",2020-03-18,21,3,"b",0.142857142857143,0.148662041625372
"6238",2020-03-18,21,9,"b.1",0.428571428571429,0.45589692765114
"7162",2020-03-18,0,0,"b.1.1",0,0.0832507433102081
"21900",2020-03-18,21,9,"other",0.428571428571429,0.312190287413281
"5048",2020-03-19,32,9,"b",0.28125,0.191400832177531
"6239",2020-03-19,32,8,"b.1",0.25,0.399445214979196
"7163",2020-03-19,32,1,"b.1.1",0.03125,0.0679611650485437
"21901",2020-03-19,32,14,"other",0.4375,0.34119278779473
"5049",2020-03-20,16,6,"b",0.375,0.23015873015873
"6240",2020-03-20,16,5,"b.1",0.3125,0.373015873015873
"7164",2020-03-20,0,0,"b.1.1",0,0.0555555555555556
"21902",2020-03-20,16,5,"other",0.3125,0.341269841269841
"5050",2020-03-21,13,3,"b",0.230769230769231,0.23134328358209
"6241",2020-03-21,13,3,"b.1",0.230769230769231,0.350746268656716
"7165",2020-03-21,13,1,"b.1.1",0.0769230769230769,0.0522388059701493
"21903",2020-03-21,13,6,"other",0.461538461538462,0.365671641791045
"5051",2020-03-22,20,4,"b",0.2,0.231884057971014
"6242",2020-03-22,20,9,"b.1",0.45,0.36231884057971
