"date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"2020-03-07",6,6,"b.1",1,1,NA
"2020-03-08",11,11,"b.1",1,1,NA
"2020-03-09",8,8,"b.1",1,1,NA
"2020-03-10",1,1,"b.1",1,1,NA
"2020-03-11",1,1,"b.1",1,1,NA
"2020-03-12",0,0,"b.1",0,1,NA
"2020-03-13",3,1,"a.1",0.333333333333333,0.194444444444444,NA
"2020-03-13",3,2,"b.1",0.666666666666667,0.805555555555556,NA
"2020-03-14",0,0,"a.1",0,0.104477611940299,NA
"2020-03-14",0,0,"b.1",0,0.686567164179104,NA
"2020-03-14",1,1,"b.1.126",1,0.208955223880597,NA
"2020-03-15",0,0,"a.1",0,0.0939597315436242,NA
"2020-03-15",0,0,"b.1",0,0.483221476510067,NA
"2020-03-15",0,0,"b.1.126",0,0.140939597315436,NA
"2020-03-15",1,1,"b.59",1,0.281879194630873,NA
"2020-03-16",8,2,"a.1",0.25,0.142212189616253,NA
"2020-03-16",8,2,"b.1",0.25,0.162528216704289,NA
"2020-03-16",8,1,"b.1.1",0.125,0.18961625282167,NA
"2020-03-16",8,1,"b.1.126",0.125,0.126410835214447,NA
"2020-03-16",8,1,"b.1.382",0.125,0.18961625282167,NA
"2020-03-16",8,1,"b.4.4",0.125,0.18961625282167,NA
"2020-03-17",0,0,"a.1",0,0.130434782608696,NA
"2020-03-17",10,9,"b.1",0.9,0.434782608695652,NA
"2020-03-17",10,1,"b.1.1",0.1,0.217391304347826,NA
"2020-03-17",0,0,"b.1.126",0,0.108695652173913,NA
"2020-03-17",0,0,"b.1.382",0,0.108695652173913,NA
"2020-03-18",0,0,"a.1",0,0.0964187327823692,NA
"2020-03-18",4,3,"b.1",0.75,0.440771349862259,NA
"2020-03-18",0,0,"b.1.1",0,0.128558310376492,NA
"2020-03-18",0,0,"b.1.126",0,0.0771349862258953,NA
"2020-03-18",0,0,"b.1.382",0,0.0642791551882461,NA
"2020-03-18",4,1,"b.1.555",0.25,0.192837465564738,NA
"2020-03-19",13,1,"a.1",0.0769230769230769,0.0753532182103611,NA
"2020-03-19",13,8,"b.1",0.615384615384615,0.452119309262166,NA
"2020-03-19",0,0,"b.1.1",0,0.0659340659340659,NA
"2020-03-19",13,1,"b.1.1.378",0.0769230769230769,0.131868131868132,NA
"2020-03-19",0,0,"b.1.126",0,0.043956043956044,NA
"2020-03-19",13,1,"b.1.153",0.0769230769230769,0.131868131868132,NA
"2020-03-19",13,2,"b.1.382",0.153846153846154,0.0989010989010989,NA
"2020-03-20",10,3,"a.1",0.3,0.0967741935483871,NA
"2020-03-20",10,3,"b.1",0.3,0.403225806451613,NA
"2020-03-20",0,0,"b.1.1",0,0.0451612903225806,NA
"2020-03-20",10,1,"b.1.126",0.1,0.0483870967741935,NA
"2020-03-20",10,1,"b.1.308",0.1,0.112903225806452,NA
"2020-03-20",0,0,"b.1.382",0,0.067741935483871,NA
"2020-03-20",10,2,"b.1.577",0.2,0.225806451612903,NA
"2020-03-21",5,1,"a.1",0.2,0.116022099447514,NA
"2020-03-21",5,1,"a.3",0.2,0.116022099447514,NA
"2020-03-21",5,3,"b.1",0.6,0.464088397790055,NA
"2020-03-21",0,0,"b.1.1",0,0.0386740331491713,NA
"2020-03-21",0,0,"b.1.126",0,0.0331491712707182,NA
"2020-03-21",0,0,"b.1.308",0,0.0580110497237569,NA
"2020-03-21",0,0,"b.1.382",0,0.0580110497237569,NA
"2020-03-21",0,0,"b.1.577",0,0.116022099447514,NA
"2020-03-22",0,0,"a.1",0,0.121739130434783,NA
