"date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"2020-03-07",6,6,"other",1,1,NA
"2020-03-08",11,11,"other",1,1,NA
"2020-03-09",8,8,"other",1,1,NA
"2020-03-10",1,1,"other",1,1,NA
"2020-03-11",1,1,"other",1,1,NA
"2020-03-12",0,0,"other",0,1,NA
"2020-03-13",3,3,"other",1,1,NA
"2020-03-14",1,1,"other",1,1,NA
"2020-03-15",1,1,"other",1,1,NA
"2020-03-16",8,8,"other",1,1,NA
"2020-03-17",10,10,"other",1,1,NA
"2020-03-18",4,4,"other",1,1,NA
"2020-03-19",13,13,"other",1,1,NA
"2020-03-20",10,10,"other",1,1,NA
"2020-03-21",5,5,"other",1,1,NA
"2020-03-22",5,5,"other",1,1,NA
"2020-03-23",15,15,"other",1,1,NA
"2020-03-24",15,15,"other",1,1,NA
"2020-03-25",21,21,"other",1,1,NA
"2020-03-26",33,33,"other",1,1,NA
"2020-03-27",32,32,"other",1,1,NA
"2020-03-28",16,16,"other",1,1,NA
"2020-03-29",14,14,"other",1,1,NA
"2020-03-30",20,20,"other",1,1,NA
"2020-03-31",1,1,"other",1,1,NA
"2020-04-01",0,0,"other",0,1,NA
"2020-04-02",1,1,"other",1,1,NA
"2020-04-03",2,2,"other",1,1,NA
"2020-04-04",0,0,"other",0,1,NA
"2020-04-05",0,0,"other",0,1,NA
"2020-04-06",3,3,"other",1,1,NA
"2020-04-07",1,1,"other",1,1,NA
"2020-04-08",2,2,"other",1,1,NA
"2020-04-09",3,3,"other",1,1,NA
"2020-04-10",1,1,"other",1,1,NA
"2020-04-11",4,4,"other",1,1,NA
"2020-04-12",2,2,"other",1,1,NA
"2020-04-13",0,0,"other",0,1,NA
"2020-04-14",4,4,"other",1,1,NA
"2020-04-15",1,1,"other",1,1,NA
"2020-04-16",5,5,"other",1,1,NA
"2020-04-17",4,4,"other",1,1,NA
"2020-04-18",4,4,"other",1,1,NA
"2020-04-19",2,2,"other",1,1,NA
"2020-04-20",6,6,"other",1,1,NA
"2020-04-21",8,8,"other",1,1,NA
"2020-04-22",3,3,"other",1,1,NA
"2020-04-23",3,3,"other",1,1,NA
"2020-04-24",3,3,"other",1,1,NA
"2020-04-25",2,2,"other",1,1,NA
"2020-04-26",3,3,"other",1,1,NA
"2020-04-27",2,2,"other",1,1,NA
"2020-04-28",2,2,"other",1,1,NA
"2020-04-29",1,1,"other",1,1,NA
"2020-04-30",0,0,"other",0,1,NA
"2020-05-01",2,2,"other",1,1,NA
"2020-05-02",1,1,"other",1,1,NA
"2020-05-03",0,0,"other",0,1,NA
"2020-05-04",2,2,"other",1,1,NA
"2020-05-05",1,1,"other",1,1,NA
"2020-05-06",3,3,"other",1,1,NA
"2020-05-07",0,0,"other",0,1,NA
"2020-05-08",1,1,"other",1,1,NA
"2020-05-09",0,0,"other",0,1,NA
"2020-05-10",0,0,"other",0,1,NA
"2020-05-11",1,1,"other",1,1,NA
"2020-05-12",1,1,"other",1,1,NA
"2020-05-13",1,1,"other",1,1,NA
"2020-05-14",1,1,"other",1,1,NA
"2020-05-15",0,0,"other",0,1,NA
"2020-05-16",0,0,"other",0,1,NA
"2020-05-17",1,1,"other",1,1,NA
"2020-05-18",1,1,"other",1,1,NA
"2020-05-19",0,0,"other",0,1,NA
"2020-05-20",1,1,"other",1,1,NA
"2020-05-21",0,0,"other",0,1,NA
"2020-05-22",0,0,"other",0,1,NA
"2020-05-23",0,0,"other",0,1,NA
"2020-05-24",0,0,"other",0,1,NA
"2020-05-25",0,0,"other",0,1,NA
