,Publication Owner,JIRA Epic #,Base_Project,Status/ImmPort Study ID,Base_Project.1,PMID,PMID_N,PMID_link,Publication_Title,Journal,Author(s),Pub Date,PI,print_type,citation
0,David,,CA260582,,CA260582,34100011,PMID_34100011,https://pubmed.ncbi.nlm.nih.gov/34100011,SARS-CoV-2 Spreads through Cell-to-Cell Transmission,bioRxiv : the preprint server for biology,"Cong Zeng, John P Evans, Tiffany King, Yi-Min Zheng, Eugene M Oltz, Sean P J Whelan, Linda Saif, Mark E Peeples, Shan-Lu Liu",,OLTZ,preprint,bioRxiv. 2021 Jun 1;2021.06.01.446579.
