,Publication Owner,JIRA Epic #,Base_Project,Status/ImmPort Study ID,Base_Project.1,PMID,PMID_N,PMID_link,Publication_Title,Journal,Author(s),Pub Date,PI,print_type,citation
0,Mani,,CA260591,,CA260591,33547171,PMID_33547171,https://pubmed.ncbi.nlm.nih.gov/33547171,Functional Analysis of Immune Signature Genes in Th1* Memory Cells Links ISOC1 and Pyrimidine Metabolism to IFN-γ and IL-17 Production,"Journal of immunology (Baltimore, Md. : 1950)","Yulia Kushnareva, Ian T Mathews, Alexander Y Andreyev, Gokmen Altay, Cecilia S Lindestam Arlehamn, Vijayanand Pandurangan, Roland Nilsson, Mohit Jain, Alessandro Sette, Bjoern Peters, Sonia Sharma",,CHENG,,J Immunol. 2021 Mar 15;206(6):1181-1193.
