,Publication Owner,JIRA Epic #,Base_Project,Status/ImmPort Study ID,Base_Project.1,PMID,PMID_N,PMID_link,Publication_Title,Journal,Author(s),Pub Date,PI,print_type,citation
0,David,,CA260582,,CA260582,35526534,PMID_35526534,https://pubmed.ncbi.nlm.nih.gov/35526534,"Neutralization of SARS-CoV-2 Omicron sub-lineages BA.1, BA.1.1, and BA.2",Cell host &amp; microbe,"John P Evans, Cong Zeng, Panke Qu, Julia Faraone, Yi-Min Zheng, Claire Carlin, Joseph S Bednash, Tongqing Zhou, Gerard Lozanski, Rama Mallampalli, Linda J Saif, Eugene M Oltz, Peter J Mohler, Kai Xu, Richard J Gumina, Shan-Lu Liu",,OLTZ,,Cell Host Microbe. 2022 Apr 25;S1931-3128(22)00220-7.
