"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"93",5074,"2020-03-25",0,0,"ba.1",0,0,"Omicron"
"94",9966,"2020-03-25",0,0,"other",0,0,NA
"95",5075,"2020-03-26",0,0,"ba.1",0,0,"Omicron"
"96",9967,"2020-03-26",0,0,"other",0,0,NA
"97",5076,"2020-03-27",0,0,"ba.1",0,0,"Omicron"
"98",9968,"2020-03-27",0,0,"other",0,0,NA
"99",5077,"2020-03-28",0,0,"ba.1",0,0,"Omicron"
"100",9969,"2020-03-28",0,0,"other",0,0,NA
"101",5078,"2020-03-29",0,0,"ba.1",0,0,"Omicron"
"102",9970,"2020-03-29",0,0,"other",0,0,NA
"103",5079,"2020-03-30",0,0,"ba.1",0,0,"Omicron"
"104",9971,"2020-03-30",0,0,"other",0,0,NA
"105",5080,"2020-03-31",0,0,"ba.1",0,0,"Omicron"
"106",9972,"2020-03-31",0,0,"other",0,0,NA
"107",5081,"2020-04-01",0,0,"ba.1",0,0,"Omicron"
"108",9973,"2020-04-01",0,0,"other",0,0,NA
"109",5082,"2020-04-02",0,0,"ba.1",0,0,"Omicron"
"110",9974,"2020-04-02",1,1,"other",1,1,NA
"111",5083,"2020-04-03",0,0,"ba.1",0,0,"Omicron"
"112",9975,"2020-04-03",1,1,"other",1,1,NA
"113",5084,"2020-04-04",0,0,"ba.1",0,0,"Omicron"
"114",9976,"2020-04-04",0,0,"other",0,1,NA
"115",5085,"2020-04-05",0,0,"ba.1",0,0,"Omicron"
"116",9977,"2020-04-05",0,0,"other",0,1,NA
"117",5086,"2020-04-06",0,0,"ba.1",0,0,"Omicron"
"118",9978,"2020-04-06",0,0,"other",0,1,NA
"119",5087,"2020-04-07",0,0,"ba.1",0,0,"Omicron"
"120",9979,"2020-04-07",0,0,"other",0,1,NA
"121",5088,"2020-04-08",0,0,"ba.1",0,0,"Omicron"
"122",9980,"2020-04-08",0,0,"other",0,1,NA
"123",5089,"2020-04-09",0,0,"ba.1",0,0,"Omicron"
"124",9981,"2020-04-09",0,0,"other",0,1,NA
"125",5090,"2020-04-10",0,0,"ba.1",0,0,"Omicron"
"126",9982,"2020-04-10",0,0,"other",0,0,NA
"127",5091,"2020-04-11",0,0,"ba.1",0,0,"Omicron"
"128",9983,"2020-04-11",0,0,"other",0,0,NA
"129",5092,"2020-04-12",0,0,"ba.1",0,0,"Omicron"
"130",9984,"2020-04-12",0,0,"other",0,0,NA
"131",5093,"2020-04-13",0,0,"ba.1",0,0,"Omicron"
"132",9985,"2020-04-13",0,0,"other",0,0,NA
"133",5094,"2020-04-14",0,0,"ba.1",0,0,"Omicron"
"134",9986,"2020-04-14",0,0,"other",0,0,NA
"135",5095,"2020-04-15",0,0,"ba.1",0,0,"Omicron"
"136",9987,"2020-04-15",0,0,"other",0,0,NA
"137",5096,"2020-04-16",0,0,"ba.1",0,0,"Omicron"
"138",9988,"2020-04-16",0,0,"other",0,0,NA
"139",5097,"2020-04-17",0,0,"ba.1",0,0,"Omicron"
"140",9989,"2020-04-17",0,0,"other",0,0,NA
"141",5098,"2020-04-18",0,0,"ba.1",0,0,"Omicron"
"142",9990,"2020-04-18",0,0,"other",0,0,NA
"143",5099,"2020-04-19",0,0,"ba.1",0,0,"Omicron"
"144",9991,"2020-04-19",0,0,"other",0,0,NA
"145",5100,"2020-04-20",0,0,"ba.1",0,0,"Omicron"
"146",9992,"2020-04-20",0,0,"other",0,0,NA
"147",5101,"2020-04-21",0,0,"ba.1",0,0,"Omicron"
"148",9993,"2020-04-21",1,1,"other",1,1,NA
"149",5102,"2020-04-22",0,0,"ba.1",0,0,"Omicron"
"150",9994,"2020-04-22",1,1,"other",1,1,NA
"151",5103,"2020-04-23",0,0,"ba.1",0,0,"Omicron"
"152",9995,"2020-04-23",0,0,"other",0,1,NA
"153",5104,"2020-04-24",0,0,"ba.1",0,0,"Omicron"
"154",9996,"2020-04-24",0,0,"other",0,1,NA
"155",5105,"2020-04-25",0,0,"ba.1",0,0,"Omicron"
"156",9997,"2020-04-25",0,0,"other",0,1,NA
"157",5106,"2020-04-26",0,0,"ba.1",0,0,"Omicron"
"158",9998,"2020-04-26",0,0,"other",0,1,NA
