"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"111",7131,"2020-04-18",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"112",19499,"2020-04-18",0,0,"other",0,0,NA
"113",5978,"2020-04-19",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"114",6629,"2020-04-19",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"115",7132,"2020-04-19",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"116",19500,"2020-04-19",0,0,"other",0,0,NA
"117",5979,"2020-04-20",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"118",6630,"2020-04-20",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"119",7133,"2020-04-20",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"120",19501,"2020-04-20",0,0,"other",0,0,NA
"121",5980,"2020-04-21",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"122",6631,"2020-04-21",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"123",7134,"2020-04-21",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"124",19502,"2020-04-21",0,0,"other",0,0,NA
"125",5981,"2020-04-22",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"126",6632,"2020-04-22",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"127",7135,"2020-04-22",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"128",19503,"2020-04-22",0,0,"other",0,0,NA
"129",5982,"2020-04-23",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"130",6633,"2020-04-23",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"131",7136,"2020-04-23",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"132",19504,"2020-04-23",0,0,"other",0,0,NA
"133",5983,"2020-04-24",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"134",6634,"2020-04-24",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"135",7137,"2020-04-24",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"136",19505,"2020-04-24",0,0,"other",0,0,NA
"137",5984,"2020-04-25",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"138",6635,"2020-04-25",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"139",7138,"2020-04-25",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"140",19506,"2020-04-25",0,0,"other",0,0,NA
